type produit;numero AMM;nom produit;Composition;Revendication;Dénomination de classe;
MFSC;1150021;PERFECT;Matière sèche (Min: 98.0 % MB, Max: 98.0 % MB)  | P2O5 total (Min: 49.0 % MB, Max: 49.0 % MB)  | P2O5 soluble eau (Min: 48.0 % MB, Max: 48.0 % MB) ;Acides aminés libres (Min:  , Max:  )  | Azote total (Min:  , Max:  )  | Fer total (Min:  , Max:  )  | Fer total (Min:  , Max:  )  | Zinc total (Min:  , Max:  ) ;Engrais P;
MFSC;1190796;HORTIVIV-R;Trichoderma harzianum (Min: 10000.0 UFC/g, Max: 10000.0 UFC/g)  | Fibre de coco (coco Nucifera sp) (Min: 97.0 %, Max: 97.0 %) ;;Additif agronomique;
MFSC;1190650;MICROFIT;Maltodextrine (Min: 99.5 %, Max: 99.5 %)  | Trichoderma harzianum souche B97 (Min: 50000000 UFC/g, Max: 50000000 UFC/g) ;;Préparation fongique;
MFSC;1200283;SILICAPOWER;Matière sèche (Min: 3.0 %, Max: 3.0 %)  | Dioxyde de Silicium (SiO2) (Min: 3.0 %, Max: 3.0 %)  | pH (Min: 9.5 , Max: 9.5 ) ;;Matière fertilisante;
MFSC;8410029;AQUASTOCK;;Capacité d'absorption par gramme (eau distillée) (Min: 300.0 mL, Max: 300.0 mL)  | Capacité d'absorption par gramme (solution de Ca(NO3)2 à 2 g/L)  (Min: 40.0 mL, Max: 40.0 mL)  | Granulométrie (passant entre les tamis de 0,315 et 1 mm)  (Min: 94.0 %, Max: 94.0 %) ;Rétenteur d'eau;
MFSC;1100008;AMU SILICOSOL;;;Matière fertilisante;
MFSC;1180053;FERTIL 10;Matière sèche (Min: 70.0 % MB, Max: 70.0 % MB)  | Masse volumique (Min: 1.0 g/cm3, Max: 1.0 g/cm3)  | Tension superficielle (Min: 30.7 mN/m, Max: 30.7 mN/m)  | pH (Min: 8.1 , Max: 8.1 ) ;;Matière fertilisante;
MFSC;1170376;MYKE PRO WP;Rhizophagus irregularis (Glomus intraradices), souche Pont rouge DAOM 181602  (Min: 800.0 spores/g, Max: 800.0 spores/g) ;;Préparation fongique;
MFSC;9910016;ENTEC NPK;;;;
MFSC;1180810;HISTICK SOJA;Bradyrhizobium japonicum (Min: 2100000000 UFC/g, Max: 2100000000 UFC/g) ;;Préparation bactérienne;
MFSC;1190003;TRADIPHOS;Matière sèche (Min: 60.0 % MB, Max: 60.0 % MB)  | Matières organiques (Min: 32.0 % MB, Max: 32.0 % MB)  | Azote total (Min: 2.8 % MB, Max: 2.8 % MB)  | Azote organique (Min: 1.81 % MB, Max: 1.81 % MB)  | Anhydre phosphorique (P2O5) (Min: 5.5 % MB, Max: 5.5 % MB)  | Fer (Fe) (Min: 5.5 % MB, Max: 5.5 % MB)  | Zinc (Zn) (Min: 0.15 % MB, Max: 0.15 % MB)  | Cuivre (Cu) (Min: 0.048 % MB, Max: 0.048 % MB)  | pH (Min: 8.0 , Max: 8.0 ) ;C/N (Min:  , Max:  ) ;Amendement - Engrais;
MFSC;1170606;SFEROSOL;Soufre élémentaire (S) (Min: 87.0 %, Max: 87.0 %) ;;Matière fertilisante;
MFSC;1180069;NEUTRAFLORE;;;Matière fertilisante;
MFSC;1171277;DIGESTAT GLDC;Matière sèche (Min: 29.0 %, Max: 29.0 %)  | Matières organiques (Min: 12.9 %, Max: 12.9 %)  | Azote total (Min: 0.55 %, Max: 0.55 %)  | Anhydride phosphorique (P2O5) soluble dans les acides minéraux (Min: 1.32 %, Max: 1.32 %)  | pH (Min: 10.4 , Max: 10.4 )  | Rapport C/N (Min: 14.0 , Max: 14.0 ) ;;Matière fertilisante;
MFSC;1171283;KSC II PHYT-ACTYL;Matière sèche (Min: 95.0 %, Max: 95.0 %)  | Azote total (Min: 23.0 %, Max: 23.0 %)  | Anhydride phosphorique (Min: 5.0 %, Max: 5.0 %)  | Oxyde de potassium (Min: 5.0 %, Max: 5.0 %)  | Anhydride sulfurique (SO3) (Min: 29.0 %, Max: 29.0 %)  | Fe soluble eau (Min: 0.1 %, Max: 0.1 %)  | Manganèse chélaté (Min: 0.05 %, Max: 0.05 %)  | Zinc chélaté (Min: 0.1 %, Max: 0.1 %)  | Extrait d'algues (Min: 0.7 %, Max: 0.7 %)  | pH (Min: 6.1 , Max: 6.1 ) ;;Matière fertilisante;
MFSC;1170613;PROTIFERT LMW 6;Matière sèche (Min: 60.0 %, Max: 60.0 %)  | Azote organique (Min: 6.0 %, Max: 6.0 %)  | Azote total (Min: 6.3 %, Max: 6.3 %)  | Azote ammoniacal (Min: 0.3 %, Max: 0.3 %)  | Matières organiques (Min: 37.5 %, Max: 37.5 %)  | Acides aminés totaux (Min: 37.5 %, Max: 37.5 %)  | Acides aminés totaux libres (Min: 22.0 %, Max: 22.0 %)  | Glycine (Min: 9.1 %, Max: 9.1 %)  | Proline (Min: 4.0 %, Max: 4.0 %)  | Hydroxyproline (Min: 2.2 %, Max: 2.2 %) ;;Matière fertilisante;
MFSC;1171280;KSC V PHYT-ACTYL;Matière sèche (Min: 95.0 %, Max: 95.0 %)  | Azote total (Min: 8.0 %, Max: 8.0 %)  | Anhydride phosphorique (Min: 16.0 %, Max: 16.0 %)  | Oxyde de potassium (Min: 42.0 %, Max: 42.0 %)  | Bore (B) (Min: 0.1 %, Max: 0.1 %)  | Fer chélaté (Min: 0.1 %, Max: 0.1 %)  | Manganèse chélaté (Min: 0.05 %, Max: 0.05 %)  | Zinc chélaté (Min: 0.1 %, Max: 0.1 %)  | Extrait d'algues (Min: 0.7 %, Max: 0.7 %)  | pH (Min: 6.5 , Max: 6.5 ) ;;Matière fertilisante;
MFSC;1171279;KSC MIX PHYT-ACTYL;Matière sèche (Min: 95.0 %, Max: 95.0 %)  | Oxyde de magnésium (MgO) (Min: 15.0 %, Max: 15.0 %)  | Anhydride sulfurique (SO3) (Min: 28.0 %, Max: 28.0 %)  | Bore (B) (Min: 0.5 %, Max: 0.5 %)  | Cuivre chélaté (Min: 0.5 %, Max: 0.5 %)  | Fer chélaté (Min: 2.5 %, Max: 2.5 %)  | Manganèse chélaté (Min: 2.0 %, Max: 2.0 %)  | Molybdène (Mo) (Min: 0.2 %, Max: 0.2 %)  | Zinc chélaté (Min: 1.5 %, Max: 1.5 %)  | Extrait d'algues (Min: 0.7 %, Max: 0.7 %)  | pH (Min: 6.1 , Max: 6.1 ) ;;Matière fertilisante;
MFSC;1171293;MYCO'SOL;Azote ammoniacal (Min: 13.0 %, Max: 13.0 %)  | Oxyde de potassium (Min: 6.0 %, Max: 6.0 %)  | Pseudomonas fluorescens souche FB1, + Pseudomonas putida souche FB9 (Min: 10000.0 UFC/kg, Max: 0.0 UFC/kg)  | Trichoderma asperellum souche FF12 + Coniothyrium minitrans souche FV1 (Min: 10000.0 UFC/kg, Max: 0.0 UFC/kg) ;;Matière fertilisante;
MFSC;1190705;BASFOLIAR SI;Azote (N) total (Min: 1.5 %, Max: 1.5 %)  | Oxyde de potassium (K2O) soluble dans l'eau (Min: 0.6 %, Max: 0.6 %)  | Dioxyde de Silicium (SiO2) (Min: 2.0 %, Max: 2.0 %)  | Glycine bétaïne (Min: 13.4 %, Max: 13.4 %) ;;Matière fertilisante;
MFSC;1190515;FERTILEADER START;Anhydride phosphorique (Min: 30.0 %, Max: 30.0 %)  | Oxyde de magnésium (MgO) (Min: 4.0 %, Max: 4.0 %)  | Azote (N) total (Min: 3.0 %, Max: 3.0 %) ;Carbone organique total (Min:  , Max:  )  | Activité cytokinique (Min:  , Max:  )  | Glycine bétaïne (Min:  , Max:  ) ;Matière fertilisante;
MFSC;9810024;ACTI-WATER;;Tension superficielle (Min: 23.0 mN/m, Max: 23.0 mN/m) ;Conditionneur de sol;
MFSC;1180796;SOIL-SET;Matière sèche (Min: 28.4 %, Max: 28.4 %)  | Anhydride sulfurique (SO3) (Min: 10.28 %, Max: 10.28 %)  | Soufre élémentaire (S) (Min: 4.27 %, Max: 4.27 %)  | Zinc (Zn) (Min: 3.2 %, Max: 3.2 %)  | Manganèse (Mn) (Min: 0.8 %, Max: 0.8 %)  | Fe soluble eau (Min: 1.6 %, Max: 1.6 %)  | Cuivre (Cu) total (Min: 2.0 %, Max: 2.0 %) ;;Matière fertilisante;
MFSC;1140009;KORI FEUILLE;Fer (Fe) total (Min: 4.6 %, Max: 4.6 %)  | Manganèse (Mn) total (Min: 1.6 %, Max: 1.6 %)  | Matières sèche (Min: 93.0 %, Max: 93.0 %)  | pH (Min: 5.0 , Max: 5.0 ) ;;Matière fertilisante;
MFSC;1160070;FERTIACTYL STARTER;;;Matière fertilisante;
MFSC;1190374;LIQUIFIX 120;Bradyrhizobium japonicum souche SEMIA 5079 (Min: 3000000000 , Max: 3000000000 )  | Bradyrhizobium  diazoefficiens SEMIA 5080 (Min: 3000000000 , Max: 3000000000 ) ;;Préparation bactérienne;
MFSC;1190127;PHYSALG 10-25;Anhydride phosphorique (P2O5) soluble dans les acides minéraux (Min: 10.0 %, Max: 10.0 %)  | Anhydre phosphorique (P2O5) soluble dans l'acide formique (Min: 7.5 %, Max: 7.5 %)  | Oxyde de potassium total (K2O) soluble dans l'eau (Min: 25.0 %, Max: 25.0 %)  | Oxyde de calcium (CaO) total (Min: 25.0 %, Max: 25.0 %) ;Carbone organique total (Min:  , Max:  )  | Mannitol (Min:  , Max:  )  | Glycine bétaïne (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1190370;TOPCURE;Azote total (Min: 1.1 %, Max: 1.1 %)  | Acides aminés totaux libres (Min: 6.0 %, Max: 6.0 %)  | pH (Min: 3.5 , Max: 3.5 ) ;;Matière fertilisante;
MFSC;1180455;RIZOPACK LLI;Bradyrhizobium diazoefficiens (Min: 10000000000 UFC/g, Max: 10000000000 UFC/g) ;;Matière fertilisante;
MFSC;1190083;PHYSALG 14-18;Anhydride phosphorique (P2O5) soluble dans les acides minéraux (Min: 14.0 %, Max: 14.0 %)  | Oxyde de potassium total (K2O) soluble dans l'eau (Min: 18.0 %, Max: 18.0 %)  | Oxyde de calcium (CaO) total (Min: 27.0 %, Max: 27.0 %)  | Valeur neutralisante (Min: 17.0 , Max: 17.0 )  | pH (Min: 8.4 , Max: 8.4 ) ;Carbone organique total (Min:  , Max:  )  | Mannitol (Min:  , Max:  )  | Glycine bétaïne (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1190278;CODASAL PREMIUM;Oxyde de calcium (CaO) (Min: 12.3 %, Max: 12.3 %)  | pH (Min: 2.4 , Max: 2.4 ) ;Lignosulfonates (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1180446;BM 86;Matière sèche (Min: 47.0 % MB, Max: 47.0 % MB)  | Azote (Min: 1.67 % MB, Max: 1.67 % MB)  | Anhydride sulfurique (SO3) (Min: 9.6 % MB, Max: 9.6 % MB)  | Oxyde de magnésium (MgO) (Min: 4.8 % MB, Max: 4.8 % MB)  | Bore (B) (Min: 2.0 % MB, Max: 2.0 % MB)  | Molybdène (Mo) (Min: 0.02 % MB, Max: 0.02 % MB)  | Extrait d'Ascophyllum nodosum (Min: 20.0 % MB, Max: 20.0 % MB)  | pH (Min: 7.5 , Max: 7.5 ) ;;Engrais;
MFSC;1180763;FERTIACTYL TRIUM;Zinc chélaté (Min: 1.5 %, Max: 1.5 %)  | Manganèse chélaté (Min: 1.5 %, Max: 1.5 %)  | Oxyde de potassium (K2O)  (Min: 7.0 %, Max: 7.0 %)  | Anhydre phosphorique (P2O5) (Min: 5.0 %, Max: 5.0 %)  | Azote uréique (Min: 5.0 %, Max: 5.0 %)  | Azote total (Min: 5.0 %, Max: 5.0 %)  | pH (Min: 11.6 , Max: 11.6 ) ;Carbone organique (Min:  , Max:  )  | Substances humiques (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1230299;TIB THIO ATS;Matières sèche (Min: 66.0 % MB, Max: 66.0 % MB)  | Azote (N) total  (Min: 11.0 % MB, Max: 11.0 % MB)  | Anhydride sulfurique (SO3) total (Min: 66.0 % MB, Max: 66.0 % MB)  | Soufre élémentaire (S) (Min: 26.0 % MB, Max: 26.0 % MB) ;pH (Min:  , Max:  )  | Azote sous forme ammoniacale (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1200948;GEOGREEN PLUS 4.5-2.5-5;Matière sèche (MS) (Min: 61.7 %, Max: 61.7 %)  | Azote (N) total (Min: 3.7 %, Max: 3.7 %)  | Azote (N) organique (Min: 3.7 %, Max: 3.7 %)  | Anhydride phosphorique (P2O5) soluble dans l'eau (Min: 2.0 %, Max: 2.0 %)  | Oxyde de potassium (K2O) soluble dans l'eau (Min: 4.1 %, Max: 4.1 %)  | Extraits d'algues et extraits végétaux (Min: 90.0 %, Max: 90.0 %)  | pH (Min: 5.2 , Max: 5.2 )  | Densité (Min: 1.25 , Max: 1.25 ) ;;Matière fertilisante;
MFSC;1200947;GEOGREEN START 3-10-3;Matière sèche (MS) (Min: 61.7 %, Max: 61.7 %)  | Azote (N) total (Min: 2.4 %, Max: 2.4 %)  | Azote (N) organique (Min: 2.4 %, Max: 2.4 %)  | Anhydride phosphorique (P2O5) soluble dans l'eau (Min: 8.0 %, Max: 8.0 %)  | Oxyde de potassium (K2O) soluble dans l'eau (Min: 2.9 %, Max: 2.9 %)  | Extraits d'algues et extraits végétaux (Min: 76.0 %, Max: 76.0 %)  | pH (Min: 3.0 , Max: 3.0 )  | Densité (Min: 1.24 , Max: 1.24 ) ;;Matière fertilisante;
MFSC;1180403;SVL-008;Matière sèche (Min: 37.0 % MB, Max: 37.0 % MB)  | Dérivé de saccharose (Min: 19.5 % MB, Max: 19.5 % MB)  | Cuivre (Cu) total (Min: 5.5 % MB, Max: 5.5 % MB)  | Cu soluble eau (Min: 5.3 % MB, Max: 5.3 % MB)  | pH (Min: 3.0 , Max: 3.0 ) ;Densité (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1150007;CONNECTIS;Rhizophagus irregularis (Min: 1000.0 spores/mL, Max: 1000.0 spores/mL) ;Ligne utile à la génération de la décision (Min:  , Max:  ) ;Préparation fongique;
MFSC;1150008;GEO2;Matière sèche (Min: 99.0 % MB, Max: 99.0 % MB)  | Oxyde de calcium (CaO) du carbonate de calcium et de la dolomie (Min: 35.0 % MB, Max: 35.0 % MB)  | Oxyde de magnésium (MgO) de la dolomite  (Min: 8.0 % MB, Max: 8.0 % MB)  | pH (Min: 9.0 %, Max: 9.0 %) ;Valeur neutralisante (Min:  , Max:  )  | Solubilité carbonique (Min:  , Max:  )  | Finesse de mouture par voie humide (Min:  , Max:  )  | Fer total (Min:  , Max:  )  | Manganèse total (Min:  , Max:  )  | Zinc total (Min:  , Max:  ) ;Amendement minéral basique;
MFSC;1170607;SIAPTON;Azote organique (Min: 8.7 % MB, Max: 8.7 % MB)  | Azote organique (Min: 8.7 % MB, Max: 8.7 % MB)  | Carbone organique (C) (Min: 25.0 % MB, Max: 25.0 % MB)  | Rapport C/N (Min: 2.9 , Max: 2.9 ) ;Acides aminés totaux (Min:  , Max:  )  | pH (Min:  , Max:  ) ;Matière fertilisante;
MFSC;6150007;STOCKOSORB 500;Matière sèche (Min: 85.5 % MB, Max: 92.6 % MB)  | Capacité de rentention pour l'eau (dans l'eau distillée) (Min: 240.0 mL/g, Max: 240.0 mL/g)  | Capacité de rentention pour l'eau (dans une solution de Ca(NO3)2 (Min: 32.0 mL/g, Max: 32.0 mL/g)  | pH (Min: 7.0 ., Max: 8.0 .)  | Granulométrie (Min: 0.2 mm, Max: 4.0 mm) ;Oxyde de potassium (K2O) total (Min:  , Max:  )  | N total (Min:  , Max:  ) ;Rétenteur d'eau;
MFSC;1171291;TAIKYU;Glycine bétaïne (Min: 80.0 %, Max: 80.0 %)  | Proline (Min: 10.0 %, Max: 10.0 %)  | Azote total (Min: 11.0 %, Max: 11.0 %)  | Azote organique (Min: 10.5 %, Max: 10.5 %)  | pH (Min: 8.0 , Max: 8.0 ) ;;Matière fertilisante;
MFSC;1180762;FERTIACTYL CAP'PHOS;pH (Min: 8.35 , Max: 8.35 )  | Anhydre phosphorique (P2O5) (Min: 10.0 %, Max: 10.0 %)  | Oxyde de potassium (K2O)  (Min: 14.0 %, Max: 14.0 %) ;;Matière fertilisante;
MFSC;1190279;CODAMIN RADICULAR;Azote (N) total (Min: 2.9 %, Max: 2.9 %)  | Anhydride phosphorique (Min: 9.8 %, Max: 9.8 %)  | Oxyde de potassium total (K2O) soluble dans l'eau (Min: 3.5 %, Max: 3.5 %)  | Acides aminés totaux libres (Min: 5.0 %, Max: 5.0 %)  | pH (Min: 5.0 , Max: 5.0 ) ;;Matière fertilisante;
MFSC;6200881;TRADIBASE PBLEINER;Matières sèche (Min: 42.7 %, Max: 48.3 %)  | Matières organique (MO) (Min: 67.0 kg/t, Max: 138.0 kg/t)  | Azote (N) total  (Min: 7.6 mg/kg, Max: 10.5 mg/kg)  | Anhydride phosphorique (P2O5) soluble dans les acides minéraux (Min: 5.39 mg/kg, Max: 12.5 mg/kg)  | Oxyde de magnésium (MgO) (Min: 4.4 mg/kg, Max: 7.4 mg/kg)  | Valeur neutralisante (Min: 14.2 , Max: 25.0 ) ;pH (Min:  , Max:  )  | Oxyde de calcium (CaO) (Min:  , Max:  )  | Oxyde de potassium (K2O) (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1200292;ACTIVPLANT' 7-3-5+;Acides humiques et fulviques issus de la léonardite (Min: 1.0 %, Max: 1.0 %)  | Azote (N) total (Min: 7.0 %, Max: 7.0 %)  | Anhydride phosphorique (Min: 3.0 %, Max: 3.0 %)  | Oxyde de potassium (K2O)  (Min: 5.0 %, Max: 5.0 %)  | Fer (Fe) chélaté DTPA (Min: 0.06 %, Max: 0.06 %)  | Manganèse (Mn) chélaté EDTA (Min: 0.01 %, Max: 0.01 %)  | Cuivre (Cu) chélaté EDTA (Min: 0.0020 %, Max: 0.0020 %)  | Zinc (Zn) chélaté EDTA (Min: 0.0020 %, Max: 0.0020 %)  | Molybdène (Mo) (Min: 0.0010 %, Max: 0.0010 %)  | pH (Min: 6.0 , Max: 6.0 ) ;Matière sèche (Min: 24.0 %, Max: 26.0 %)  | Matière organique (Min: 15.0 %, Max: 20.0 %)  | Carbone des acides humiques (Min: 6.0 %, Max: 9.0 %)  | Carbone des acides fulviques (Min: 1.5 %, Max: 2.5 %)  | pH (Min: 13.0 , Max: 13.0 ) ;Matière fertilisante;
MFSC;1200291;ACTIVPLANT' 7-3-5;Acides humiques et fulviques issus de la léonardite (Min: 1.0 %, Max: 1.0 %)  | Azote (N) total (Min: 7.0 %, Max: 7.0 %)  | Anhydride phosphorique (Min: 3.0 %, Max: 3.0 %)  | Oxyde de potassium (K2O)  (Min: 5.0 %, Max: 5.0 %)  | Fer (Fe) chélaté DTPA (Min: 0.03 %, Max: 0.03 %)  | Manganèse (Mn) chélaté EDTA (Min: 0.01 %, Max: 0.01 %)  | Cuivre (Cu) chélaté EDTA (Min: 0.0020 %, Max: 0.0020 %)  | Zinc (Zn) chélaté EDTA (Min: 0.0020 %, Max: 0.0020 %)  | Molybdène (Mo) (Min: 0.0010 %, Max: 0.0010 %)  | pH (Min: 6.0 , Max: 6.0 ) ;Matière sèche (Min: 24.0 %, Max: 26.0 %)  | Matière organique (Min: 15.0 , Max: 20.0 )  | Carbone des acides humiques (Min: 6.0 %, Max: 9.0 %)  | Carbone des acides fulviques (Min: 1.5 %, Max: 2.5 %)  | pH (Min: 13.0 , Max: 13.0 ) ;Matière fertilisante;
MFSC;1200289;ACTIVPLANT' 5-3-7;Acides humiques et fulviques issus de la léonardite (Min: 1.0 %, Max: 1.0 %)  | Azote (N) total (Min: 5.0 %, Max: 5.0 %)  | Anhydride phosphorique (Min: 3.0 %, Max: 3.0 %)  | Oxyde de potassium (K2O)  (Min: 7.0 %, Max: 7.0 %)  | Fer (Fe) chélaté DTPA (Min: 0.03 %, Max: 0.03 %)  | Manganèse (Mn) chélaté EDTA (Min: 0.01 %, Max: 0.01 %)  | Cuivre (Cu) chélaté EDTA (Min: 0.0020 %, Max: 0.0020 %)  | Zinc (Zn) chélaté EDTA (Min: 0.0020 %, Max: 0.0020 %)  | Molybdène (Mo) (Min: 0.0010 %, Max: 0.0010 %)  | pH (Min: 6.0 , Max: 6.0 ) ;Matière sèche (Min: 24.0 %, Max: 26.0 %)  | Matière organique (Min: 15.0 %, Max: 20.0 %)  | Carbone des acides humiques (Min: 6.0 %, Max: 9.0 %)  | Carbone des acides fulviques (Min: 1.5 %, Max: 2.5 %)  | pH (Min: 13.0 , Max: 13.0 ) ;Matière fertilisante;
MFSC;1180798;CORNACTYL;Azote total (Min: 10.0 %, Max: 10.0 %)  | Azote uréique (Min: 10.0 %, Max: 10.0 %)  | Anhydride phosphorique (Min: 5.0 %, Max: 5.0 %)  | Oxyde de potassium (K2O)  (Min: 7.0 %, Max: 7.0 %)  | Zinc chélaté (Min: 1.0 %, Max: 1.0 %)  | pH (Min: 8.5 , Max: 8.5 ) ;;Matière fertilisante;
MFSC;6200522;BIORGASOL MTB;Matière sèche (Min: 19.0 % MB, Max: 38.0 % MB)  | Matière organique (Min: 15.0 % MB, Max: 30.0 % MB)  | Azote (N) total (Min: 0.4 % MB, Max: 1.5 % MB)  | Anhydride phosphorique (P2O5) total (Min: 0.5 % MB, Max: 2.0 % MB)  | Oxyde de potassium (K2O) total (Min: 0.3 % MB, Max: 1.3 % MB)  | Oxyde de magnésium (MgO) total (Min: 0.3 % MB, Max: 0.5 % MB) ;Azote ammoniacal (Min:  , Max:  )  | Azote organique (Min:  , Max:  )  | Cuivre (Cu) (Min:  , Max:  )  | Zinc (Zn) (Min:  , Max:  )  | pH (Min:  , Max:  )  | C/N (Min:  , Max:  ) ;Amendement organique;
MFSC;1190425;FREE N 25;Azotobacter chroococcum (Min: 800000000 UFC/mL, Max: 800000000 UFC/mL) ;;Préparation bactérienne;
MFSC;6150004;METHAFERTIL;Matière sèche (Min: 3.0 % MB, Max: 8.0 % MB)  | N total (Min: 0.2 % MB, Max: 0.8 % MB)  | P2O5 total (Min: 0.1 % MB, Max: 0.4 % MB)  | K2O total (Min: 0.1 % MB, Max: 0.6 % MB) ;Cu (Min:  , Max:  )  | Zn (Min:  , Max:  )  | N ammoniacal (Min:  , Max:  )  | N organique (Min:  , Max:  ) ;Engrais NPK organo-minéral;
MFSC;1171286;MICROCAT CALCIUM;Oxyde de calcium (CaO) (Min: 8.0 %, Max: 8.0 %)  | Acides aminés totaux libres (Min: 2.0 %, Max: 2.0 %)  | Azote total (Min: 5.2 %, Max: 5.2 %)  | Azote organique (Min: 0.5 %, Max: 0.5 %)  | Azote nitrique (Min: 4.7 %, Max: 4.7 %)  | pH (Min: 5.0 , Max: 5.0 ) ;;Matière fertilisante;
MFSC;1180799;MAXIFRUIT;Azote total (Min: 3.0 %, Max: 3.0 %)  | Azote uréique (Min: 3.0 %, Max: 3.0 %)  | Anhydride phosphorique (Min: 7.0 %, Max: 7.0 %)  | Oxyde de potassium (K2O)  (Min: 7.0 %, Max: 7.0 %)  | Manganèse chélaté (Min: 0.05 %, Max: 0.05 %)  | Zinc chélaté (Min: 0.1 %, Max: 0.1 %)  | pH (Min: 11.3 , Max: 11.3 ) ;;Matière fertilisante;
MFSC;1150020;MAMSSV;Matière sèche (Min: 90.0 %, Max: 90.0 %)  | Matières organiques (Min: 80.0 %, Max: 80.0 %)  | Mannose (Min: 5000.0 mg/100 g, Max: 5000.0 mg/100 g) ;;Additif agronomique;
MFSC;1190128;STERCOSUL 12-0-026S;Azote ammoniacal (Min: 12.0 %, Max: 12.0 %)  | Anhydride sulfurique (SO3) total soluble dans l'eau (Min: 64.0 %, Max: 64.0 %)  | Soufre élémentaire (S) (Min: 26.0 %, Max: 26.0 %) ;pH (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1180764;FERTIACTYL  TEMPO;Azote total (Min: 11.0 %, Max: 11.0 %)  | Azote uréique (Min: 11.0 %, Max: 11.0 %)  | Oxyde de potassium (K2O)  (Min: 7.0 %, Max: 7.0 %)  | Bore (B) (Min: 0.5 %, Max: 0.5 %)  | Zinc chélaté (Min: 0.5 %, Max: 0.5 %)  | pH (Min: 10.6 , Max: 10.6 ) ;Carbone organique (Min:  , Max:  )  | Substances humiques (Min:  , Max:  )  | Acide aminé (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1200438;EXPONAN;Filtrat d'algue Ascophyllum nodosum (GA 142) (Min: 21.0 %, Max: 21.0 %)  | Anhydride phosphorique (Min: 26.27 %, Max: 26.27 %)  | Oxyde de potassium (K2O) soluble dans l'eau (Min: 5.0 %, Max: 5.0 %)  | pH (Min: 1.0 , Max: 1.0 ) ;Mannitol (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1200437;FOLICAL;Filtrat d'algue Ascophyllum nodosum (GA 142) (Min: 10.0 %, Max: 10.0 %)  | Oxyde de calcium (CaO) (Min: 15.0 %, Max: 15.0 %)  | pH (Min: 1.5 , Max: 1.5 ) ;Mannitol (Min:  , Max:  ) ;Matière fertilisante;
MFSC;1170318;OXSOL;Lactobacillus rhamnosus et farciminis (Min: 1000000000 UFC/kg, Max: 1000000000 UFC/kg) ;;Stimulateur de croissance des plantes;
MFSC;1190005;CYBELION;Matière sèche (Min: 27.0 %, Max: 27.0 %)  | Carbone organique (C) (Min: 15.0 %, Max: 15.0 %) ;;;
MFSC;1190023;KSC VI PHYT-ACTYL;Azote total (Min: 14.0 %, Max: 14.0 %)  | Azote ammoniacal (Min: 13.0 %, Max: 13.0 %)  | Azote nitrique (Min: 1.0 %, Max: 1.0 %)  | Anhydride phosphorique (P2O5) soluble dans les acides minéraux (Min: 12.0 %, Max: 12.0 %)  | Oxyde de potassium (K2O)  (Min: 14.0 %, Max: 14.0 %)  | Anhydride sulfurique (SO3) total soluble dans l'eau (Min: 35.0 %, Max: 35.0 %)  | Bore (B) total (Min: 0.1 %, Max: 0.1 %)  | Cuivre (Cu) (Min: 0.1 %, Max: 0.1 %)  | Fer (Fe) (Min: 0.1 %, Max: 0.1 %)  | Manganèse (Mn) (Min: 0.1 %, Max: 0.1 %)  | Zinc (Zn) (Min: 0.1 %, Max: 0.1 %)  | Extrait d'algues (Min: 0.7 %, Max: 0.7 %)  | pH (Min: 6.2 , Max: 6.2 ) ;;Matière fertilisante;
MFSC;1200303;TRIATHLON;Maltodextrine (Min: 98.0 %, Max: 98.0 %)  | Trichoderma harzanium souche THM308 (Min: 1000000.0 UFC/g, Max: 1000000.0 UFC/g) ;;Additif agronomique | Préparation fongique;
MFSC;1160006;BIO-PROMOTE;;;Matière fertilisante;
MFSC;1000057;AZOSPEED AMINO;;;Matière fertilisante;
MFSC;1190699;SVL-195;Matière sèche (Min: 33.0 % MB, Max: 33.0 % MB)  | Acides organiques insaturés (Min: 6.0 % MB, Max: 6.0 % MB)  | Oxyde de potassium (K2O) soluble dans l'eau (Min: 2.4 % MB, Max: 2.4 % MB)  | Tanins condensés (catéchine) (Min: 3.0 % MB, Max: 3.0 % MB)  | pH (Min: 6.5 , Max: 6.5 ) ;;Matière fertilisante;
MFSC;1180471;HUMIPOWER;Matière sèche (Min: 37.0 %, Max: 37.0 %)  | Extrait humique (Min: 16.0 %, Max: 16.0 %)  | Acide humique (Min: 9.0 %, Max: 9.0 %)  | Acides fulviques (Min: 7.0 %, Max: 7.0 %)  | Oxyde de potassium (Min: 4.0 %, Max: 4.0 %)  | pH (Min: 13.5 , Max: 13.5 )  | Densité (Min: 1.13 , Max: 1.13 ) ;;Matière fertilisante;
MFSC;1190377;AGTIV GRANDES CULTURES GRANULAIRES;Glomus intraradices souche Pont rouge (DAOM 181602) (Min: 142.0 spores/g, Max: 142.0 spores/g) ;;Matière fertilisante;
